committee_name,committee_description,effective,expiration,filing_type,committee_id
Friends of Joe Pishioneri,"State Representative, 12th District, Republican",04/28/2013,07/23/2014,Amendment,15658
Friends of Joe Pishioneri,"State Representative, 12th District, Republican",07/03/2012,04/28/2013,Amendment,15658
Friends of Joe Pishioneri,"State Representative, 12th District, Republican",05/17/2012,07/03/2012,Amendment,15658
Friends of Joe Pishioneri,"State Representative, 12th District, Republican",03/13/2012,05/17/2012,Amendment,15658
Friends of Joe Pishioneri,"State Representative, 12th District, Republican",03/13/2012,03/13/2012,Original,15658
Committee to elect Brady Preheim,"County Commissioner, Columbia County, Position 1, Nonpartisan",02/29/2016,,Amendment,15645
Committee to elect Brady Preheim,"County Clerk, Columbia County, Nonpartisan",07/25/2014,02/29/2016,Amendment,15645
Committee to elect Brady Preheim,"County Commissioner, Columbia County, Position 1, Nonpartisan",06/19/2012,07/25/2014,Amendment,15645
Committee to elect Brady Preheim,"County Commissioner, Columbia County, Position 1, Nonpartisan",03/15/2012,06/19/2012,Original,15645
Reardon for Oregon,"State Representative, 48th District, Democrat",01/31/2018,,Amendment,15621
Reardon for Oregon,"State Representative, 48th District, Democrat",10/04/2016,01/31/2018,Amendment,15621
Reardon for Oregon,"State Representative, 48th District, Democrat",10/07/2015,10/04/2016,Amendment,15621
Reardon for Oregon,"State Representative, 48th District, Democrat",05/28/2014,10/07/2015,Amendment,15621
Reardon for Oregon,"State Representative, 48th District, Democrat",03/17/2014,05/28/2014,Amendment,15621
Reardon for Oregon,"State Representative, 48th District, Democrat",04/29/2013,03/17/2014,Amendment,15621
Reardon for Oregon,"State Representative, 48th District, Democrat",03/04/2013,04/29/2013,Amendment,15621
Reardon for Oregon,"State Representative, 48th District, Democrat",11/29/2012,03/04/2013,Amendment,15621
Reardon for Oregon,"State Representative, 48th District, Democrat",08/07/2012,11/29/2012,Amendment,15621
Reardon for Oregon,"State Representative, 48th District, Democrat",03/08/2012,08/07/2012,Amendment,15621
Reardon for Oregon,"State Representative, 48th District, Democrat",03/06/2012,03/08/2012,Original,15621
Friends of David Robinson,"County Clerk, Clackamas County, Nonpartisan",03/23/2015,,Amendment,15851
Friends of David Robinson,"County Clerk, Clackamas County, Nonpartisan",08/04/2014,03/23/2015,Amendment,15851
Friends of David Robinson,"County Clerk, Clackamas County, Nonpartisan",12/27/2013,08/04/2014,Amendment,15851
Friends of David Robinson,"State Representative, 30th District, Democrat",04/29/2013,12/27/2013,Amendment,15851
Friends of David Robinson,"State Representative, 30th District, Democrat",07/17/2012,04/29/2013,Original,15851
Friends of Dale R Rogers,"Justice of the Peace, Canyonville, Nonpartisan",09/13/2017,,Amendment,15242
Friends of Dale R Rogers,"County Commissioner, Douglas County, Position 3, Nonpartisan",08/25/2014,09/13/2017,Amendment,15242
Friends of Dale R Rogers,"County Commissioner, Douglas County, Position 2, Nonpartisan",10/18/2013,08/25/2014,Amendment,15242
Friends of Dale R Rogers,"Justice of the Peace, Canyonville, Nonpartisan",09/20/2011,10/17/2013,Original,15242
Tom Rohlfing For Assessor,"County Assessor, Marion County, Nonpartisan",05/30/2012,,Original,15799
Elect Ellen Rosenblum for Attorney General,"Attorney General, Democrat",09/29/2016,,Amendment,15406
Elect Ellen Rosenblum for Attorney General,"Attorney General, Democrat",01/19/2016,09/29/2016,Amendment,15406
Elect Ellen Rosenblum for Attorney General,"Attorney General, Democrat",05/18/2015,01/19/2016,Amendment,15406
Elect Ellen Rosenblum for Attorney General,"Attorney General, Democrat",05/09/2013,05/18/2015,Amendment,15406
Elect Ellen Rosenblum for Attorney General,"Attorney General, Democrat",04/17/2013,05/09/2013,Amendment,15406
Elect Ellen Rosenblum for Attorney General,"Attorney General, Democrat",09/10/2012,04/17/2013,Amendment,15406
Elect Ellen Rosenblum for Attorney General,"Attorney General, Democrat",02/19/2012,09/10/2012,Amendment,15406
Elect Ellen Rosenblum for Attorney General,"Attorney General, Democrat",01/03/2012,02/19/2012,Original,15406
Committee to Elect Rich Rosenthal,"City Councilor, City of Ashland, Position 5, Nonpartisan",08/12/2016,,Amendment,15906
Committee to Elect Rich Rosenthal,"City Councilor, City of Ashland, Position 5, Nonpartisan",09/04/2012,08/12/2016,Amendment,15906
Committee to Elect Rich Rosenthal,"City Councilor, City of Ashland, Position 5, Nonpartisan",08/07/2012,09/04/2012,Original,15906
Committee to Elect Terry Rowan,"County Sheriff, Umatilla County, Nonpartisan",08/26/2016,,Amendment,15484
Committee to Elect Terry Rowan,"County Sheriff, Umatilla County, Nonpartisan",01/27/2012,08/26/2016,Original,15484
Friends of Matt Rowe,"County Treasurer, Coos County, Nonpartisan",09/17/2016,,Amendment,15994
Friends of Matt Rowe,"County Treasurer, Coos County, Nonpartisan",02/20/2016,09/17/2016,Amendment,15994
Friends of Matt Rowe,"County Treasurer, Coos County, Nonpartisan",12/29/2015,02/20/2016,Amendment,15994
Friends of Matt Rowe,"County Commissioner, Coos County, Position 3, Nonpartisan",01/15/2014,12/29/2015,Amendment,15994
Friends of Matt Rowe,"State Representative, 1st District, Democrat",11/08/2013,01/15/2014,Amendment,15994
Friends of Matt Rowe,"Mayor, City of Coquille, Nonpartisan",08/31/2012,11/08/2013,Original,15994
Sally Russell for Bend City Council,"City Councilor, City of Bend, Position 3, Nonpartisan",06/03/2016,,Amendment,16014
Sally Russell for Bend City Council,"City Councilor, City of Bend, Position 3, Nonpartisan",10/08/2012,06/03/2016,Amendment,16014
Sally Russell for Bend City Council,"City Councilor, City of Bend, Position 3, Nonpartisan",09/06/2012,10/08/2012,Original,16014
Safety and Justice PAC,Miscellaneous,08/26/2015,,Amendment,15022
Safety and Justice PAC,Miscellaneous,08/26/2015,08/26/2015,Amendment,15022
Safety and Justice PAC,Miscellaneous,04/22/2015,08/26/2015,Amendment,15022
Safety and Justice PAC,Miscellaneous,04/29/2013,04/22/2015,Amendment,15022
Safety and Justice PAC,Miscellaneous,04/07/2011,04/29/2013,Original,15022
Committee to elect Jeanie Sandall Yamhill County Assessor,"County Assessor, Yamhill County, Nonpartisan",04/19/2016,,Amendment,15789
Committee to elect Jeanie Sandall Yamhill County Assessor,"County Assessor, Yamhill County, Nonpartisan",03/08/2016,04/19/2016,Amendment,15789
Committee to elect Jeanie Sandall Assessor,"County Assessor, Yamhill County, Nonpartisan",05/04/2012,03/08/2016,Original,15789
Save Our Schools Lowell,Miscellaneous,02/25/2011,,Original,14953
Schools and Arts Together,Measure Supports Measure 26-146 - 2012,04/29/2013,,Amendment,16001
Schools and Arts Together,Measure Supports Measure 26-146 - 2012,09/05/2012,04/29/2013,Original,16001
Committee to Elect Barry Scott,"City Councilor, City of Lebanon, Ward I, Nonpartisan",09/05/2012,,Original,16008
Friends of Jeff Scroggin,"County Commissioner, Jackson County, Position 2, Democrat",04/29/2013,,Amendment,15638
Friends of Jeff Scroggin,"County Commissioner, Jackson County, Position 2, Democrat",09/10/2012,04/29/2013,Amendment,15638
Friends of Jeff Scroggin,"County Commissioner, Jackson County, Position 2, Democrat",03/30/2012,09/10/2012,Amendment,15638
Friends of Jeff Scroggin,"County Commissioner, Jackson County, Position 2, Democrat",03/20/2012,03/30/2012,Amendment,15638
Friends of Jeff Scroggin,"County Commissioner, Jackson County, Position 2, Democrat",03/08/2012,03/20/2012,Original,15638
Judge Timothy Sercombe for Oregon Supreme Court Committee,"Judge of the Supreme Court, Position 3, Nonpartisan",06/02/2017,,Amendment,15376
Judge Timothy Sercombe for Oregon Supreme Court Committee,"Judge of the Supreme Court, Position 3, Nonpartisan",04/29/2013,06/02/2017,Amendment,15376
Judge Timothy Sercombe for Oregon Supreme Court Committee,"Judge of the Supreme Court, Position 3, Nonpartisan",12/06/2011,04/29/2013,Original,15376
The Committee to Elect John Sewell,"District Attorney, Hood River County, Nonpartisan",02/02/2012,,Original,15495
Sheriffs of Oregon,Miscellaneous,01/23/2017,,Amendment,15803
Sheriffs of Oregon,Miscellaneous,08/25/2015,01/23/2017,Amendment,15803
Sheriffs of Oregon,Miscellaneous,09/19/2014,08/25/2015,Amendment,15803
Sheriffs of Oregon,Miscellaneous,09/11/2012,09/19/2014,Amendment,15803
Sheriffs of Oregon,Miscellaneous,09/10/2012,09/11/2012,Amendment,15803
Sheriffs of Oregon,Miscellaneous,05/18/2012,09/10/2012,Original,15803
Committee to Elect Frank Skrah Sheriff,"County Sheriff, Klamath County, Nonpartisan",09/04/2012,,Amendment,15392
Committee to Elect Frank Skrah Sheriff,"County Sheriff, Klamath County, Nonpartisan",02/14/2012,09/04/2012,Amendment,15392
Committee to Elect Frank Skrah Sheriff,"County Sheriff, Klamath County, Nonpartisan",12/15/2011,02/14/2012,Original,15392
Friends to Elect Brent Smith,"State Representative, 58th District, Republican",03/20/2012,,Original,15690
Committee to Elect Spear for Judge,"Judge of the Circuit Court, 11th District, Position 5, Nonpartisan",03/04/2014,,Amendment,15780
Spear for Judge,"Judge of the Circuit Court, 11th District, Position 2, Nonpartisan",05/01/2012,03/04/2014,Original,15780
Springer For Commissioner,"County Commissioner, Yamhill County, Position 2, Nonpartisan",03/14/2016,,Amendment,15633
Springer For Commissioner,"County Commissioner, Yamhill County, Position 2, Nonpartisan",03/14/2016,03/14/2016,Amendment,15633
Springer For Commissioner,"County Commissioner, Yamhill County, Position 2, Nonpartisan",03/09/2012,03/14/2016,Original,15633
Stability in Government Political Action Committee,Miscellaneous,08/31/2012,,Original,15997
Stapleton for District Attorney,"District Attorney, Lake County, Nonpartisan",05/09/2016,,Amendment,15582
Stapleton for District Attorney,"District Attorney, Lake County, Nonpartisan",03/06/2012,05/09/2016,Original,15582
Friends of Elizabeth Steiner Hayward,"State Senator, 17th District, Democrat",01/17/2018,,Amendment,15255
Friends of Elizabeth Steiner Hayward,"State Senator, 17th District, Democrat",08/14/2017,01/17/2018,Amendment,15255
Friends of Elizabeth Steiner Hayward,"State Senator, 17th District, Democrat",02/02/2016,08/14/2017,Amendment,15255
Friends of Elizabeth Steiner Hayward,"State Senator, 17th District, Democrat",05/30/2014,02/02/2016,Amendment,15255
Friends of Elizabeth Steiner Hayward,"State Senator, 17th District, Democrat",09/10/2013,05/30/2014,Amendment,15255
Friends of Elizabeth Steiner Hayward,"State Senator, 17th District, Democrat",01/03/2012,09/10/2013,Amendment,15255
Friends of Elizabeth Steiner Hayward,Unknown Office,09/30/2011,01/03/2012,Original,15255
Committee to Elect Joel Stevens,"Justice of the Peace, Tillamook County, Nonpartisan",04/13/2018,04/13/2018,Discontinuation,15204
Committee to Elect Joel Stevens,"Justice of the Peace, Tillamook County, Nonpartisan",02/17/2017,04/13/2018,Amendment,15204
Committee to Elect Joel Stevens,"Justice of the Peace, Tillamook County, Nonpartisan",01/07/2013,02/17/2017,Amendment,15204
Committee to Elect Joel Stevens,"Justice of the Peace, Tillamook County, Nonpartisan",09/01/2011,01/07/2013,Original,15204
Friends of Susie Stevens,"City Councilor, City of Wilsonville, Nonpartisan",07/19/2012,,Original,15867
Kathy Stinnett for Justice of the Peace,"Justice of the Peace, Grant County, Nonpartisan",09/23/2011,,Original,15244
Committee to Elect Richard Strathern,"City Councilor, City of Gresham, Position 3, Nonpartisan",08/09/2012,,Original,15911
Studebaker for Mayor,"Mayor, City of Lake Oswego, Nonpartisan",10/11/2016,,Amendment,15861
Studebaker for Mayor,"Mayor, City of Lake Oswego, Nonpartisan",07/12/2012,10/11/2016,Original,15861
Support City Schools Political Action Committee,Measure Supports Measure 18-99 - 2014,08/29/2014,,Amendment,15584
Support City Schools Political Action Committee,Measure Supports Measure 18-86 - 2012,03/09/2014,08/29/2014,Amendment,15584
Support City Schools Political Action Committee,Measure Supports Measure 18-86 - 2012,02/24/2014,03/09/2014,Amendment,15584
Support City Schools Political Action Committee,Measure Supports Measure 18-86 - 2012,02/28/2012,02/24/2014,Original,15584
Support Hood River County Schools,Measure Supports Measure 14-61 - 2018,03/01/2018,,Amendment,15995
Support Hood River County Schools,Measure Supports Measure 14-48 - 2012 Supports Measure 14-58 - 2016,02/27/2018,03/01/2018,Amendment,15995
Support Hood River County Schools,Measure Supports Measure 14-48 - 2012 Supports Measure 14-58 - 2016,03/09/2016,02/27/2018,Amendment,15995
Support Hood River County Schools,Measure Supports Measure 14-48 - 2012,09/05/2012,03/09/2016,Original,15995
Sustainable Forestry Network,Miscellaneous,07/28/2010,,Amendment,4610
Sustainable Forestry Network,Miscellaneous,09/10/2004,07/28/2010,Amendment,4610
Sustainable Forestry Network,Political Action Committee,06/19/2003,09/09/2004,Original,4610
Friends of Ross,"Director, Salem-Keizer School District, Zone 1, Nonpartisan",03/03/2017,,Amendment,15626
Friends of Ross,"State Senator, 12th District, Democrat",03/08/2016,03/03/2017,Amendment,15626
Friends of Ross,"State Representative, 23rd District, Democrat",03/07/2012,03/08/2016,Original,15626
Committee to Elect John Sweet,"County Commissioner, Coos County, Position 2, Nonpartisan",08/25/2014,,Amendment,15684
Committee to Elect John Sweet,"County Commissioner, Coos County, Position 2, Nonpartisan",03/22/2012,08/25/2014,Amendment,15684
Committee to Elect John Sweet,"County Commissioner, Coos County, Position 2, Nonpartisan",03/19/2012,03/22/2012,Original,15684
Claire Syrett for Eugene City Council,"City Councilor, City of Eugene, Ward 7, Nonpartisan",03/23/2016,,Amendment,15938
Claire Syrett for Eugene City Council,"City Councilor, City of Eugene, Ward 7, Nonpartisan",08/15/2012,03/23/2016,Original,15938
Taxpayers Union USA,Miscellaneous,06/05/2011,,Amendment,14604
Taxpayers Union USA,Miscellaneous,10/04/2010,06/05/2011,Amendment,14604
Taxpayers Union USA,Miscellaneous,09/02/2010,10/04/2010,Amendment,14604
Taxpayers Union USA,Miscellaneous,07/23/2010,09/02/2010,Original,14604
The Committee To Elect Corey Thompson To Klamath County SWCD,"Director, Klamath County Soil and Conservation District, At Large, Nonpartisan",10/08/2012,,Amendment,16079
The Committee To Elect Corey Thompson To Klamath County SWCD,Unknown Office,10/04/2012,10/08/2012,Original,16079
Committee to Elect Gerry Tiffany for Sheriff,"County Sheriff, Hood River County, Nonpartisan",09/09/2011,,Original,15217
Tipton for Judge,"Judge of the Circuit Court, 12th District, Position 3, Nonpartisan",07/30/2012,,Amendment,15609
Committee to Elect Judge Tipton,"Judge of the Circuit Court, 12th District, Position 3, Nonpartisan",03/05/2012,07/30/2012,Original,15609
Friends for Thuy Tran,"Director, Parkrose School District #3, Position 1, Nonpartisan",04/29/2013,,Amendment,15483
Friends for Thuy Tran,"Director, Parkrose School District #3, Position 1, Nonpartisan",04/16/2013,04/29/2013,Amendment,15483
Friends for Thuy Tran,"State Representative, 47th District, Democrat",02/14/2012,04/16/2013,Amendment,15483
Friends for Thuy Tran,"State Representative, 47th District, Democrat",01/27/2012,02/14/2012,Original,15483
Keep Sheriff Turner,"County Sheriff, Lane County, Nonpartisan",05/01/2013,,Amendment,15221
Keep Sheriff Turner,"County Sheriff, Lane County, Nonpartisan",09/12/2011,05/01/2013,Original,15221
Rod Underhill for District Attorney,"District Attorney, Multnomah County, Nonpartisan",04/28/2017,,Amendment,14943
Rod Underhill for District Attorney,"District Attorney, Multnomah County, Nonpartisan",03/07/2016,04/28/2017,Amendment,14943
Rod Underhill for District Attorney,"District Attorney, Multnomah County, Nonpartisan",08/05/2015,03/07/2016,Amendment,14943
Friends of Rod Underhill,"District Attorney, Multnomah County, Nonpartisan",07/30/2015,08/05/2015,Amendment,14943
Friends of Rod Underhill,"District Attorney, Multnomah County, Nonpartisan",04/29/2013,07/30/2015,Amendment,14943
